"","dog","sample","burst.timestamp","sample.timestamp","behaviour","X","Y","Z","index"
"1723","belle",118005,"50:46.0","51:03.2","forage",2236,2122,1664,4
"1724","belle",118006,"50:46.0","51:03.3","forage",2330,2175,1629,4
"1725","belle",118007,"50:46.0","51:03.4","forage",2366,2053,1651,4
"1726","belle",118008,"50:46.0","51:03.5","forage",2269,2072,1599,4
"1727","belle",118009,"50:46.0","51:03.6","forage",2362,2146,1595,4
"1728","belle",118010,"50:46.0","51:03.7","forage",2303,2063,1640,4
"1729","belle",118011,"50:46.0","51:03.8","forage",2315,2006,1584,4
"1730","belle",118012,"50:46.0","51:03.9","forage",2280,2090,1636,4
"1731","belle",118014,"51:07.0","51:07.0","forage",1939,2291,1620,4
"1732","belle",118015,"51:07.0","51:07.1","forage",1879,2219,1793,4
"1733","belle",118016,"51:07.0","51:07.2","forage",2048,2018,1808,4
"1734","belle",118017,"51:07.0","51:07.3","forage",1978,2258,1674,4
"1735","belle",118018,"51:07.0","51:07.4","forage",2284,2205,1495,4
"1736","belle",118019,"51:07.0","51:07.5","forage",2182,2109,1673,4
"1737","belle",118020,"51:07.0","51:07.6","forage",2168,2192,1288,4
"1738","belle",118021,"51:07.0","51:07.7","forage",2272,2054,1447,4
"1739","belle",118022,"51:07.0","51:07.8","forage",2335,2141,1699,4
"1740","belle",118023,"51:07.0","51:07.9","forage",2091,2038,1778,4
"1741","belle",118044,"51:07.0","51:10.0","forage",2073,2197,1556,5
"1742","belle",118045,"51:07.0","51:10.1","forage",2246,2176,1539,5
"1743","belle",118046,"51:07.0","51:10.2","forage",2174,2126,1740,5
"1744","belle",118047,"51:07.0","51:10.3","forage",2147,2473,1450,5
"1745","belle",118048,"51:07.0","51:10.4","forage",2085,2172,1561,5
"1746","belle",118049,"51:07.0","51:10.5","forage",2344,2143,1474,5
"1747","belle",118050,"51:07.0","51:10.6","forage",2046,2155,1610,5
"1748","belle",118051,"51:07.0","51:10.7","forage",1998,2134,1668,5
"1749","belle",118052,"51:07.0","51:10.8","forage",2073,2230,1542,5
"1750","belle",118053,"51:07.0","51:10.9","forage",2224,2133,1463,5
"1751","belle",118054,"51:07.0","51:11.0","forage",2122,2216,1639,5
"1752","belle",118055,"51:07.0","51:11.1","forage",2074,2326,1576,5
"1753","belle",118056,"51:07.0","51:11.2","forage",2109,2035,1667,5
"1754","belle",118057,"51:07.0","51:11.3","forage",2145,2169,1666,5
"1755","belle",118058,"51:07.0","51:11.4","forage",2423,2281,1549,5
"1756","belle",118059,"51:07.0","51:11.5","forage",2211,2034,1501,5
"1757","belle",118060,"51:07.0","51:11.6","forage",2161,2157,1508,5
"1758","belle",118061,"51:07.0","51:11.7","forage",2180,2021,1689,5
"1759","belle",118062,"51:07.0","51:11.8","forage",2169,2125,1449,5
"1760","belle",118063,"51:07.0","51:11.9","forage",2255,2113,1555,5
"1761","belle",118064,"51:07.0","51:12.0","forage",2104,2084,1567,6
"1762","belle",118065,"51:07.0","51:12.1","forage",2190,2236,1737,6
"1763","belle",118066,"51:07.0","51:12.2","forage",2280,2314,1474,6
"1764","belle",118067,"51:07.0","51:12.3","forage",2254,2043,1574,6
"1765","belle",118068,"51:07.0","51:12.4","forage",2244,2078,1554,6
"1766","belle",118069,"51:07.0","51:12.5","forage",2205,2074,1738,6
"1767","belle",118070,"51:07.0","51:12.6","forage",2205,2127,1309,6
"1768","belle",118071,"51:07.0","51:12.7","forage",2308,2237,1601,6
"1769","belle",118072,"51:07.0","51:12.8","forage",2224,2007,1650,6
"1770","belle",118073,"51:07.0","51:12.9","forage",2305,2171,1741,6
"1771","belle",118074,"51:07.0","51:13.0","forage",2419,1949,1509,6
"1772","belle",118075,"51:07.0","51:13.1","forage",2239,1984,1563,6
"1773","belle",118076,"51:07.0","51:13.2","forage",2276,2136,1641,6
"1774","belle",118077,"51:07.0","51:13.3","forage",2146,2048,1489,6
"1775","belle",118078,"51:07.0","51:13.4","forage",2262,2159,1638,6
"1776","belle",118079,"51:07.0","51:13.5","forage",2277,2226,1557,6
"1777","belle",118080,"51:07.0","51:13.6","forage",2294,2123,1668,6
"1778","belle",118081,"51:07.0","51:13.7","forage",2070,2123,1503,6
"1779","belle",118082,"51:07.0","51:13.8","forage",2105,2280,1637,6
"1780","belle",118083,"51:07.0","51:13.9","forage",2299,2283,1512,6
"1781","belle",118084,"51:07.0","51:14.0","forage",2257,2099,1449,7
"1782","belle",118085,"51:07.0","51:14.1","forage",2057,2079,1515,7
"1783","belle",118086,"51:07.0","51:14.2","forage",2208,2156,1634,7
"1784","belle",118087,"51:07.0","51:14.3","forage",2029,2076,1796,7
"1785","belle",118088,"51:07.0","51:14.4","forage",2014,2317,1615,7
"1786","belle",118089,"51:07.0","51:14.5","forage",2259,2020,1541,7
"1787","belle",118090,"51:07.0","51:14.6","forage",2262,2216,1597,7
"1788","belle",118091,"51:07.0","51:14.7","forage",2545,2233,1446,7
"1789","belle",118092,"51:07.0","51:14.8","forage",2318,2059,1572,7
"1790","belle",118093,"51:07.0","51:14.9","forage",2133,2093,1463,7
"1791","belle",118133,"51:07.0","51:19.0","forage",2085,2139,1994,7
"1792","belle",118134,"51:07.0","51:19.1","forage",2023,2383,1119,7
"1793","belle",118135,"51:07.0","51:19.2","forage",2052,2178,1887,7
"1794","belle",118136,"51:07.0","51:19.3","forage",1893,2091,2036,7
"1795","belle",118137,"51:07.0","51:19.4","forage",1951,2135,1563,7
"1796","belle",118138,"51:07.0","51:19.5","forage",2147,1899,1742,7
"1797","belle",118139,"51:07.0","51:19.6","forage",2392,1830,1183,7
"1798","belle",118140,"51:07.0","51:19.7","forage",2597,2027,1566,7
"1799","belle",118141,"51:07.0","51:19.8","forage",2270,2257,1784,7
"1800","belle",118142,"51:07.0","51:19.9","forage",2266,2339,1406,7
"1801","belle",118143,"51:07.0","51:20.0","forage",2218,2065,1665,8
"1802","belle",118144,"51:07.0","51:20.1","forage",2170,2217,1567,8
"1803","belle",118145,"51:07.0","51:20.2","forage",2174,2106,1726,8
"1804","belle",118146,"51:07.0","51:20.3","forage",2340,2168,1605,8
"1805","belle",118147,"51:07.0","51:20.4","forage",2481,2196,1588,8
"1806","belle",118148,"51:07.0","51:20.5","forage",2173,2208,1506,8
"1807","belle",118149,"51:07.0","51:20.6","forage",2320,2292,1615,8
"1808","belle",118150,"51:07.0","51:20.7","forage",2356,2105,1701,8
"1809","belle",118151,"51:07.0","51:20.8","forage",2430,2223,1655,8
"1810","belle",118152,"51:07.0","51:20.9","forage",2274,2209,1514,8
"1811","belle",118153,"51:07.0","51:21.0","forage",2272,2451,1697,8
"1812","belle",118154,"51:07.0","51:21.1","forage",2324,2165,1813,8
"1813","belle",118155,"51:07.0","51:21.2","forage",2215,2471,1585,8
"1814","belle",118156,"51:07.0","51:21.3","forage",2231,2352,1766,8
"1815","belle",118157,"51:07.0","51:21.4","forage",2263,2288,1646,8
"1816","belle",118158,"51:07.0","51:21.5","forage",2218,2417,1664,8
"1817","belle",118159,"51:07.0","51:21.6","forage",2705,2401,1707,8
"1818","belle",118160,"51:07.0","51:21.7","forage",2235,2011,1597,8
"1819","belle",118161,"51:07.0","51:21.8","forage",2348,2144,1701,8
"1820","belle",118162,"51:07.0","51:21.9","forage",2358,2271,1614,8
"1821","belle",118163,"51:07.0","51:22.0","forage",2144,2141,1571,9
"1822","belle",118164,"51:07.0","51:22.1","forage",2289,2135,1658,9
"1823","belle",118165,"51:07.0","51:22.2","forage",2203,2299,1617,9
"1824","belle",118166,"51:07.0","51:22.3","forage",2212,2369,1615,9
"1825","belle",118167,"51:07.0","51:22.4","forage",2317,2201,1563,9
"1826","belle",118168,"51:07.0","51:22.5","forage",2232,2312,1663,9
"1827","belle",118169,"51:07.0","51:22.6","forage",2229,2366,1720,9
"1828","belle",118170,"51:07.0","51:22.7","forage",2332,2205,1641,9
"1829","belle",118171,"51:07.0","51:22.8","forage",2234,2167,1676,9
"1830","belle",118172,"51:07.0","51:22.9","forage",2243,2307,1656,9
"1831","belle",118173,"51:07.0","51:23.0","forage",2139,2131,1528,9
"1832","belle",118174,"51:07.0","51:23.1","forage",2159,2204,1515,9
"1833","belle",118175,"51:07.0","51:23.2","forage",2151,2197,1573,9
"1834","belle",118176,"51:07.0","51:23.3","forage",2082,2059,1563,9
"1835","belle",118177,"51:07.0","51:23.4","forage",2151,2188,1575,9
"1836","belle",118178,"51:07.0","51:23.5","forage",2107,2197,1601,9
"1837","belle",118179,"51:07.0","51:23.6","forage",2078,2169,1578,9
"1838","belle",118180,"51:07.0","51:23.7","forage",2100,2244,1585,9
"1839","belle",118181,"51:07.0","51:23.8","forage",2121,2223,1568,9
"1840","belle",118182,"51:07.0","51:23.9","forage",2144,2344,1636,9
"1841","belle",118183,"51:07.0","51:24.0","forage",2113,2020,1543,10
"1842","belle",118184,"51:07.0","51:24.1","forage",2200,2150,1522,10
"1843","belle",118185,"51:07.0","51:24.2","forage",2208,2097,1549,10
"1844","belle",118186,"51:07.0","51:24.3","forage",2083,2004,1577,10
"1845","belle",118187,"51:07.0","51:24.4","forage",2224,2257,1572,10
"1846","belle",118188,"51:07.0","51:24.5","forage",2241,2273,1566,10
"1847","belle",118189,"51:07.0","51:24.6","forage",2177,2135,1648,10
"1848","belle",118190,"51:07.0","51:24.7","forage",2152,2238,1617,10
"1849","belle",118191,"51:07.0","51:24.8","forage",2220,2183,1564,10
"1850","belle",118192,"51:07.0","51:24.9","forage",2259,2220,1559,10
"1851","belle",118193,"51:07.0","51:25.0","forage",2159,2196,1585,10
"1852","belle",118194,"51:27.0","51:27.0","forage",2208,2143,1504,10
"1853","belle",118195,"51:27.0","51:27.1","forage",2201,2107,1587,10
"1854","belle",118196,"51:27.0","51:27.2","forage",2113,1981,1715,10
"1855","belle",118197,"51:27.0","51:27.3","forage",2094,2178,1566,10
"1856","belle",118198,"51:27.0","51:27.4","forage",2204,2379,1516,10
"1857","belle",118199,"51:27.0","51:27.5","forage",2216,2189,1652,10
"1858","belle",118200,"51:27.0","51:27.6","forage",2129,2368,1721,10
"1859","belle",118201,"51:27.0","51:27.7","forage",2138,2320,1646,10
"1860","belle",118202,"51:27.0","51:27.8","forage",2196,2381,1639,10
"1861","belle",118203,"51:27.0","51:27.9","forage",2300,2343,1667,11
"1862","belle",118204,"51:27.0","51:28.0","forage",2243,2332,1615,11
"1863","belle",118205,"51:27.0","51:28.1","forage",2296,2247,1669,11
"1864","belle",118206,"51:27.0","51:28.2","forage",2105,2286,1626,11
"1865","belle",118207,"51:27.0","51:28.3","forage",2195,2326,1709,11
"1866","belle",118208,"51:27.0","51:28.4","forage",2266,2379,1710,11
"1867","belle",118209,"51:27.0","51:28.5","forage",2248,2461,1746,11
"1868","belle",118210,"51:27.0","51:28.6","forage",2366,2339,1762,11
"1869","belle",118211,"51:27.0","51:28.7","forage",2331,2373,1729,11
"1870","belle",118212,"51:27.0","51:28.8","forage",2237,2403,1731,11
"1871","belle",118213,"51:27.0","51:28.9","forage",2187,2334,1717,11
"1872","belle",118214,"51:27.0","51:29.0","forage",2178,2425,1724,11
"1873","belle",118215,"51:27.0","51:29.1","forage",2227,2441,1723,11
"1874","belle",118216,"51:27.0","51:29.2","forage",2185,2434,1696,11
"1875","belle",118217,"51:27.0","51:29.3","forage",2153,2370,1682,11
"1876","belle",118218,"51:27.0","51:29.4","forage",2114,2449,1665,11
"1877","belle",118219,"51:27.0","51:29.5","forage",2209,2308,1694,11
"1878","belle",118220,"51:27.0","51:29.6","forage",2095,2260,1644,11
"1879","belle",118221,"51:27.0","51:29.7","forage",2109,2343,1580,11
"1880","belle",118222,"51:27.0","51:29.8","forage",2188,2292,1629,11
"1881","belle",118223,"51:27.0","51:29.9","forage",2207,2297,1591,12
"1882","belle",118224,"51:27.0","51:30.0","forage",2140,2224,1583,12
"1883","belle",118225,"51:27.0","51:30.1","forage",2134,2245,1622,12
"1884","belle",118226,"51:27.0","51:30.2","forage",2149,2241,1567,12
"1885","belle",118227,"51:27.0","51:30.3","forage",2143,2280,1577,12
"1886","belle",118228,"51:27.0","51:30.4","forage",2157,2298,1630,12
"1887","belle",118229,"51:27.0","51:30.5","forage",2167,2253,1618,12
"1888","belle",118230,"51:27.0","51:30.6","forage",2130,2263,1619,12
"1889","belle",118231,"51:27.0","51:30.7","forage",2135,2283,1603,12
"1890","belle",118232,"51:27.0","51:30.8","forage",2135,2310,1637,12
"1891","belle",118233,"51:27.0","51:30.9","forage",2144,2282,1610,12
"1892","belle",118234,"51:27.0","51:31.0","forage",2160,2258,1642,12
"1893","belle",118235,"51:27.0","51:31.1","forage",2115,2303,1606,12
"1894","belle",118236,"51:27.0","51:31.2","forage",2201,2343,1625,12
"1895","belle",118237,"51:27.0","51:31.3","forage",2135,2282,1610,12
"1896","belle",118238,"51:27.0","51:31.4","forage",2149,2241,1605,12
"1897","belle",118239,"51:27.0","51:31.5","forage",2162,2260,1605,12
"1898","belle",118240,"51:27.0","51:31.6","forage",2155,2255,1603,12
"1899","belle",118241,"51:27.0","51:31.7","forage",2128,2250,1591,12
"1900","belle",118242,"51:27.0","51:31.8","forage",2202,2243,1539,12
"1901","belle",118243,"51:27.0","51:31.9","forage",2159,2219,1565,13
"1902","belle",118244,"51:27.0","51:32.0","forage",2164,2261,1575,13
"1903","belle",118245,"51:27.0","51:32.1","forage",2188,2258,1645,13
"1904","belle",118246,"51:27.0","51:32.2","forage",2201,2196,1620,13
"1905","belle",118247,"51:27.0","51:32.3","forage",2154,2193,1647,13
"1906","belle",118248,"51:27.0","51:32.4","forage",2097,2267,1654,13
"1907","belle",118249,"51:27.0","51:32.5","forage",2018,2273,1612,13
"1908","belle",118250,"51:27.0","51:32.6","forage",2118,2358,1536,13
"1909","belle",118251,"51:27.0","51:32.7","forage",2072,2338,1528,13
"1910","belle",118252,"51:27.0","51:32.8","forage",2021,2355,1614,13
"1911","belle",118253,"51:27.0","51:32.9","forage",2084,2183,1640,13
"1912","belle",118254,"51:27.0","51:33.0","forage",2046,2265,1458,13
"1913","belle",118255,"51:27.0","51:33.1","forage",2062,2155,1647,13
"1914","belle",118256,"51:27.0","51:33.2","forage",2045,2125,1637,13
"1915","belle",118257,"51:27.0","51:33.3","forage",2073,2342,1585,13
"1916","belle",118258,"51:27.0","51:33.4","forage",2069,2336,1548,13
"1917","belle",118259,"51:27.0","51:33.5","forage",2063,2200,1574,13
"1918","belle",118260,"51:27.0","51:33.6","forage",2033,2282,1616,13
"1919","belle",118261,"51:27.0","51:33.7","forage",2076,2197,1537,13
"1920","belle",118262,"51:27.0","51:33.8","forage",2009,2113,1516,13
"1921","belle",118263,"51:27.0","51:33.9","forage",1937,2198,1617,14
"1922","belle",118264,"51:27.0","51:34.0","forage",1983,2315,1572,14
"1923","belle",118265,"51:27.0","51:34.1","forage",1986,2279,1550,14
"1924","belle",118266,"51:27.0","51:34.2","forage",1983,2138,1644,14
"1925","belle",118267,"51:27.0","51:34.3","forage",1935,2295,1682,14
"1926","belle",118268,"51:27.0","51:34.4","forage",2149,2128,1504,14
"1927","belle",118269,"51:27.0","51:34.5","forage",2196,2135,1706,14
"1928","belle",118270,"51:27.0","51:34.6","forage",2193,2082,1503,14
"1929","belle",118271,"51:27.0","51:34.7","forage",2212,1950,1403,14
"1930","belle",118272,"51:27.0","51:34.8","forage",2170,1995,1596,14
"1931","belle",118273,"51:27.0","51:34.9","forage",2233,2009,1617,14
"1932","belle",118274,"51:27.0","51:35.0","forage",2165,1996,1578,14
"1933","belle",118275,"51:27.0","51:35.1","forage",2209,1994,1561,14
"1934","belle",118276,"51:27.0","51:35.2","forage",2142,2030,1591,14
"1935","belle",118277,"51:27.0","51:35.3","forage",2027,1968,1504,14
"1936","belle",118278,"51:27.0","51:35.4","forage",2177,2175,1553,14
"1937","belle",118279,"51:27.0","51:35.5","forage",2159,2117,1552,14
"1938","belle",118280,"51:27.0","51:35.6","forage",2182,2097,1523,14
"1939","belle",118281,"51:27.0","51:35.7","forage",2138,2005,1505,14
"1940","belle",118282,"51:27.0","51:35.8","forage",2177,2074,1571,14
"1941","belle",118283,"51:27.0","51:35.9","forage",2121,2198,1642,15
"1942","belle",118284,"51:27.0","51:36.1","forage",2149,2086,1556,15
"1943","belle",118285,"51:27.0","51:36.1","forage",2151,2090,1540,15
"1944","belle",118286,"51:27.0","51:36.3","forage",2230,2092,1554,15
"1945","belle",118287,"51:27.0","51:36.4","forage",2132,2039,1537,15
"1946","belle",118288,"51:27.0","51:36.5","forage",2142,2073,1560,15
"1947","belle",118289,"51:27.0","51:36.6","forage",2124,2105,1552,15
"1948","belle",118290,"51:27.0","51:36.7","forage",2123,2112,1549,15
"1949","belle",118291,"51:27.0","51:36.8","forage",2118,2124,1547,15
"1950","belle",118292,"51:27.0","51:36.9","forage",2134,2100,1548,15
"1951","belle",118293,"51:27.0","51:37.0","forage",2138,2134,1534,15
"1952","belle",118294,"51:27.0","51:37.1","forage",2151,2170,1493,15
"1953","belle",118295,"51:27.0","51:37.2","forage",2099,2119,1562,15
"1954","belle",118296,"51:27.0","51:37.3","forage",2076,2105,1628,15
"1955","belle",118297,"51:27.0","51:37.4","forage",2050,2103,1556,15
"1956","belle",118298,"51:27.0","51:37.5","forage",2054,2113,1547,15
"1957","belle",118299,"51:27.0","51:37.6","forage",2078,2097,1574,15
"1958","belle",118300,"51:27.0","51:37.7","forage",2020,2075,1571,15
"1959","belle",118301,"51:27.0","51:37.8","forage",2151,2169,1430,15
"1960","belle",118302,"51:27.0","51:37.9","forage",2063,2104,1514,15
"1961","belle",118303,"51:27.0","51:38.0","forage",2059,2130,1559,16
"1962","belle",118304,"51:27.0","51:38.1","forage",1988,2109,1607,16
"1963","belle",118305,"51:27.0","51:38.2","forage",1953,2098,1598,16
"1964","belle",118306,"51:27.0","51:38.3","forage",2020,2259,1481,16
"1965","belle",118307,"51:27.0","51:38.4","forage",2034,2272,1563,16
"1966","belle",118308,"51:27.0","51:38.5","forage",1863,1956,1664,16
"1967","belle",118309,"51:27.0","51:38.6","forage",1899,2306,1621,16
"1968","belle",118310,"51:27.0","51:38.7","forage",1916,2067,1713,16
"1969","belle",118311,"51:27.0","51:38.8","forage",2010,2191,1618,16
"1970","belle",118312,"51:27.0","51:38.9","forage",2110,2127,1504,16
"1971","belle",118313,"51:27.0","51:39.0","forage",2138,2284,1516,16
"1972","belle",118314,"51:27.0","51:39.1","forage",2205,2333,1519,16
"1973","belle",118315,"51:27.0","51:39.2","forage",2217,2239,1497,16
"1974","belle",118316,"51:27.0","51:39.3","forage",2087,2036,1589,16
"1975","belle",118317,"51:27.0","51:39.4","forage",2088,2263,1666,16
"1976","belle",118318,"51:27.0","51:39.5","forage",2183,2199,1572,16
"1977","belle",118319,"51:27.0","51:39.6","forage",2120,2114,1560,16
"1978","belle",118320,"51:27.0","51:39.7","forage",2094,2353,1583,16
"1979","belle",118321,"51:27.0","51:39.8","forage",2018,2201,1673,16
"1980","belle",118322,"51:27.0","51:39.9","forage",2191,2258,1572,16
"1981","belle",118323,"51:27.0","51:40.0","forage",2335,2120,1650,17
"1982","belle",118324,"51:27.0","51:40.1","forage",2364,2140,1559,17
"1983","belle",118325,"51:27.0","51:40.2","forage",2239,2120,1467,17
"1984","belle",118326,"51:27.0","51:40.3","forage",2314,2107,1666,17
"1985","belle",118327,"51:27.0","51:40.4","forage",2179,2152,1425,17
"1986","belle",118328,"51:27.0","51:40.5","forage",2077,2520,1314,17
"1987","belle",118329,"51:27.0","51:40.6","forage",2328,2009,1938,17
"1988","belle",118330,"51:27.0","51:40.7","forage",2050,2070,1486,17
"1989","belle",118331,"51:27.0","51:40.8","forage",2255,2171,1561,17
"1990","belle",118332,"51:27.0","51:40.9","forage",2080,2262,1600,17
"1991","belle",118333,"51:27.0","51:41.0","forage",2159,2140,1649,17
"1992","belle",118334,"51:27.0","51:41.1","forage",2213,2112,1458,17
"1993","belle",118335,"51:27.0","51:41.2","forage",2238,2014,1548,17
"1994","belle",118336,"51:27.0","51:41.3","forage",2201,2214,1543,17
"1995","belle",118337,"51:27.0","51:41.4","forage",2262,2087,1602,17
"1996","belle",118338,"51:27.0","51:41.5","forage",2287,2154,1692,17
"1997","belle",118339,"51:27.0","51:41.6","forage",2237,2107,1470,17
"1998","belle",118340,"51:27.0","51:41.7","forage",2364,2251,1702,17
"1999","belle",118341,"51:27.0","51:41.8","forage",2129,2224,1639,17
"2000","belle",118342,"51:27.0","51:41.9","forage",2258,2147,1678,17
"2001","belle",118343,"51:27.0","51:42.0","forage",2261,2075,1620,18
"2002","belle",118344,"51:27.0","51:42.1","forage",2302,2300,1267,18
"2003","belle",118345,"51:27.0","51:42.2","forage",2148,2232,1531,18
"2004","belle",118346,"51:27.0","51:42.3","forage",2110,2069,1591,18
"2005","belle",118347,"51:27.0","51:42.4","forage",1929,2162,1546,18
"2006","belle",118348,"51:27.0","51:42.5","forage",1999,2098,1634,18
"2007","belle",118349,"51:27.0","51:42.6","forage",1922,2061,1536,18
"2008","belle",118350,"51:27.0","51:42.7","forage",2082,2202,1561,18
"2009","belle",118351,"51:27.0","51:42.8","forage",1895,2169,1680,18
"2010","belle",118352,"51:27.0","51:42.9","forage",1990,2108,1689,18
"2011","belle",118363,"51:27.0","51:44.0","forage",2237,2335,1588,18
"2012","belle",118364,"51:27.0","51:44.1","forage",2355,2093,1561,18
"2013","belle",118365,"51:27.0","51:44.2","forage",2117,2192,1512,18
"2014","belle",118366,"51:27.0","51:44.3","forage",2154,2126,1673,18
"2015","belle",118367,"51:27.0","51:44.4","forage",2129,2187,1626,18
"2016","belle",118368,"51:27.0","51:44.5","forage",2282,2099,1493,18
"2017","belle",118369,"51:27.0","51:44.6","forage",2243,2126,1550,18
"2018","belle",118370,"51:27.0","51:44.7","forage",2240,2286,1697,18
"2019","belle",118371,"51:27.0","51:44.8","forage",2164,2167,1511,18
"2020","belle",118372,"51:27.0","51:44.9","forage",2282,2230,1791,18
"2021","hagrid",78043,"34:36.0","34:53.0","forage",2353,2027,1589,19
"2022","hagrid",78044,"34:36.0","34:53.1","forage",2368,1903,1720,19
"2023","hagrid",78045,"34:36.0","34:53.2","forage",2431,2152,1741,19
"2024","hagrid",78046,"34:36.0","34:53.3","forage",2393,2247,1652,19
"2025","hagrid",78047,"34:36.0","34:53.4","forage",2337,1747,1864,19
"2026","hagrid",78048,"34:36.0","34:53.5","forage",2398,1799,1754,19
"2027","hagrid",78049,"34:36.0","34:53.6","forage",2417,2354,1711,19
"2028","hagrid",78050,"34:36.0","34:53.7","forage",2461,2284,1685,19
"2029","hagrid",78051,"34:36.0","34:53.8","forage",2542,1900,1575,19
"2030","hagrid",78052,"34:36.0","34:53.9","forage",2349,2061,1699,19
"2031","hagrid",78294,"35:17.0","35:23.0","forage",2447,2232,1649,19
"2032","hagrid",78295,"35:17.0","35:23.1","forage",2449,2175,1757,19
"2033","hagrid",78296,"35:17.0","35:23.2","forage",2593,2137,1781,19
"2034","hagrid",78297,"35:17.0","35:23.3","forage",2453,2172,1713,19
"2035","hagrid",78298,"35:17.0","35:23.4","forage",2583,2135,1634,19
"2036","hagrid",78299,"35:17.0","35:23.5","forage",2376,2320,1762,19
"2037","hagrid",78300,"35:17.0","35:23.6","forage",2330,1928,1740,19
"2038","hagrid",78301,"35:17.0","35:23.7","forage",2400,2234,1718,19
"2039","hagrid",78302,"35:17.0","35:23.8","forage",2369,2171,1755,19
"2040","hagrid",78303,"35:17.0","35:23.9","forage",2442,2226,1844,19
"2041","hagrid",78304,"35:17.0","35:24.0","forage",2518,2024,1632,20
"2042","hagrid",78305,"35:17.0","35:24.1","forage",2482,2095,1695,20
"2043","hagrid",78306,"35:17.0","35:24.2","forage",2435,2124,1707,20
"2044","hagrid",78307,"35:17.0","35:24.3","forage",2349,2061,1727,20
"2045","hagrid",78308,"35:17.0","35:24.4","forage",2494,2130,1654,20
"2046","hagrid",78309,"35:17.0","35:24.5","forage",2519,2109,1653,20
"2047","hagrid",78310,"35:17.0","35:24.6","forage",2384,2031,1561,20
"2048","hagrid",78311,"35:17.0","35:24.7","forage",2436,2106,1572,20
"2049","hagrid",78312,"35:17.0","35:24.8","forage",2337,2178,1561,20
"2050","hagrid",78313,"35:17.0","35:24.9","forage",2162,1996,1683,20
"2051","hagrid",78314,"35:17.0","35:25.0","forage",2086,2121,1547,20
"2052","hagrid",78315,"35:17.0","35:25.1","forage",1982,1884,1677,20
"2053","hagrid",78316,"35:17.0","35:25.2","forage",1881,2082,1707,20
"2054","hagrid",78317,"35:17.0","35:25.3","forage",1973,2010,1526,20
"2055","hagrid",78318,"35:17.0","35:25.4","forage",1919,2033,1464,20
"2056","hagrid",78319,"35:17.0","35:25.5","forage",1953,2159,1639,20
"2057","hagrid",78320,"35:17.0","35:25.6","forage",1913,2029,1556,20
"2058","hagrid",78321,"35:17.0","35:25.7","forage",1848,2072,1576,20
"2059","hagrid",78322,"35:17.0","35:25.8","forage",1851,2112,1604,20
"2060","hagrid",78323,"35:17.0","35:25.9","forage",1671,2097,1513,20
"2061","hagrid",78324,"35:17.0","35:26.0","forage",1893,2013,1554,21
"2062","hagrid",78325,"35:17.0","35:26.1","forage",1776,2123,1637,21
"2063","hagrid",78326,"35:17.0","35:26.3","forage",1815,2003,1609,21
"2064","hagrid",78327,"35:17.0","35:26.4","forage",1843,2154,1627,21
"2065","hagrid",78328,"35:17.0","35:26.5","forage",1696,1991,1749,21
"2066","hagrid",78329,"35:17.0","35:26.6","forage",1667,2187,1567,21
"2067","hagrid",78330,"35:17.0","35:26.7","forage",1804,1965,1617,21
"2068","hagrid",78331,"35:17.0","35:26.8","forage",1731,2347,1680,21
"2069","hagrid",78332,"35:17.0","35:26.9","forage",1789,2320,1778,21
"2070","hagrid",78333,"35:17.0","35:27.0","forage",1660,2221,1699,21
"2071","hagrid",78454,"35:38.0","35:42.0","forage",2412,2020,1699,21
"2072","hagrid",78455,"35:38.0","35:42.1","forage",2355,2091,1754,21
"2073","hagrid",78456,"35:38.0","35:42.2","forage",2468,2221,1676,21
"2074","hagrid",78457,"35:38.0","35:42.3","forage",2408,2209,1762,21
"2075","hagrid",78458,"35:38.0","35:42.4","forage",2586,2145,1799,21
"2076","hagrid",78459,"35:38.0","35:42.5","forage",2399,2175,1708,21
"2077","hagrid",78460,"35:38.0","35:42.6","forage",2407,2100,1704,21
"2078","hagrid",78461,"35:38.0","35:42.7","forage",2435,1989,1782,21
"2079","hagrid",78462,"35:38.0","35:42.8","forage",2416,2067,1567,21
"2080","hagrid",78463,"35:38.0","35:42.9","forage",2334,2222,1528,21
"2081","hagrid",78464,"35:38.0","35:43.0","forage",2337,2105,1685,22
"2082","hagrid",78465,"35:38.0","35:43.1","forage",2298,2150,1708,22
"2083","hagrid",78466,"35:38.0","35:43.2","forage",2399,2017,1765,22
"2084","hagrid",78467,"35:38.0","35:43.3","forage",2379,2234,1581,22
"2085","hagrid",78468,"35:38.0","35:43.4","forage",2353,2217,1729,22
"2086","hagrid",78469,"35:38.0","35:43.5","forage",2260,2183,1615,22
"2087","hagrid",78470,"35:38.0","35:43.6","forage",2361,2002,1728,22
"2088","hagrid",78471,"35:38.0","35:43.7","forage",2428,2022,1676,22
"2089","hagrid",78472,"35:38.0","35:43.8","forage",2446,2079,1733,22
"2090","hagrid",78473,"35:38.0","35:43.9","forage",2452,2067,1705,22
"2091","hagrid",78474,"35:38.0","35:44.0","forage",2486,1945,1743,22
"2092","hagrid",78475,"35:38.0","35:44.1","forage",2298,2130,1577,22
"2093","hagrid",78476,"35:38.0","35:44.2","forage",2233,2196,1757,22
"2094","hagrid",78477,"35:38.0","35:44.3","forage",2318,2276,1638,22
"2095","hagrid",78478,"35:38.0","35:44.4","forage",2406,2242,1546,22
